Event_Id,Investigation_Type,Event_Date,Location,Country,Airport_Name,Injury_Severity,Aircraft_Damage,Make,Model,Amateur_Built,Number_Of_Engines,Engine_Type,Purpose_Of_Flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_Of_Flight,Year,Month,Day_Of_Week,Manufacturer_Incident_Count,Model_Incident_Count,Flight_Purpose_Incident_Count,Weather_Incident_Count
20001211X11606,Accident,1998-12-24,"DAVENPORT, FL",United States,KOTZEBUE-RALPH WEIN MEM.,Non-Fatal,Substantial,Dean,KOLB FIRESTAR 1,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,1998,12,Thursday,1,1,49394,81600
20001211X11590,Accident,1998-12-25,"THERMAL, CA",United States,KOTZEBUE-RALPH WEIN MEM.,Fatal(2),Destroyed,Piper,PA-28,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Cruise,1998,12,Friday,12020,151,49394,81600
20001211X11521,Accident,1998-12-25,"ANGOLA, IN",United States,KOTZEBUE-RALPH WEIN MEM.,Fatal(1),Destroyed,Cessna,C-172R,No,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Maneuvering,1998,12,Friday,22208,1,12856,81600
20001211X11544,Incident,1998-12-25,"SHANGHAI, CHINA",China,KOTZEBUE-RALPH WEIN MEM.,Incident,Substantial,Mcdonnell Douglas,MD-11,No,1.0,Unknown,Unknown,1.0,1.0,1.0,5.0,UNK,Maneuvering,1998,12,Friday,520,43,12856,854
20001211X11637,Accident,1998-12-25,"BELLINGHAM, WA",United States,BELLINGHAM INTERNATIONAL,Non-Fatal,Substantial,Cessna,177,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Climb,1998,12,Friday,22208,296,49394,81600
20001211X11566,Accident,1998-12-26,"DFW AIRPORT, TX",United States,DFW INTERNATIONAL AIRPORT,Non-Fatal,Substantial,Mcdonnell Douglas,MD-88,No,2.0,Turbo Jet,Unknown,0.0,1.0,0.0,49.0,VMC,Standing,1998,12,Saturday,520,26,12856,81600
20001211X11555,Accident,1998-12-26,"MIDLAND, TX",United States,MIDLAND INTERNATIONAL,Fatal(3),Destroyed,Cessna,182P,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Approach,1998,12,Saturday,22208,356,49394,81600
20001211X11636,Accident,1998-12-26,"OMAK, WA",United States,OMAK,Non-Fatal,Substantial,Cessna,120,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1998,12,Saturday,22208,164,49394,81600
20001211X11609,Accident,1998-12-26,"KNOXVILLE, TN",United States,OMAK,Non-Fatal,Substantial,Piper,PA-28-180,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Approach,1998,12,Saturday,12020,572,49394,81600
20001211X11608,Accident,1998-12-26,"HAINES CITY, FL",United States,OMAK,Non-Fatal,Substantial,Piper,PA-28-181,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,IMC,Cruise,1998,12,Saturday,12020,532,49394,5962
20001211X11591,Accident,1998-12-26,"SAN ANDREAS, CA",United States,CALAVERAS COUNTY,Non-Fatal,Substantial,Cessna,150L,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,Taxi,1998,12,Saturday,22208,461,49394,81600
20001211X11591,Accident,1998-12-26,"SAN ANDREAS, CA",United States,CALAVERAS COUNTY,Non-Fatal,Substantial,Cessna,182G,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,Taxi,1998,12,Saturday,22208,78,49394,81600
20001211X11532,Accident,1998-12-26,"APPLETON, WI",United States,OUTAGAMIE COUNTY REGIONAL,Non-Fatal,Substantial,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1998,12,Saturday,22208,2367,10596,81600
20001211X11620,Accident,1998-12-27,"RANDOLPH, NH",United States,OUTAGAMIE COUNTY REGIONAL,Fatal(2),Destroyed,Piper,PA-28R-180,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Cruise,1998,12,Sunday,12020,112,49394,81600
20001211X11585,Accident,1998-12-27,"NORTH LAS VEGAS, NV",United States,NORTH LAS VEGAS,Non-Fatal,Minor,Piper,J3C-65,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Taxi,1998,12,Sunday,12020,228,49394,81600
20001211X11638,Accident,1998-12-27,"WEISER, ID",United States,WEISER MUNICIPAL,Non-Fatal,Substantial,Beech,200,No,2.0,Turbo Prop,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1998,12,Sunday,4326,92,49394,81600
20001211X11610,Accident,1998-12-27,"CONYERS, GA",United States,WHISPERING PINES,Non-Fatal,Substantial,Piper,PA-28-161,No,1.0,Reciprocating,Personal,0.0,3.0,0.0,0.0,VMC,Takeoff,1998,12,Sunday,12020,569,49394,81600
20001211X11585,Accident,1998-12-27,"NORTH LAS VEGAS, NV",United States,NORTH LAS VEGAS,Non-Fatal,Substantial,Cessna,TR182,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Taxi,1998,12,Sunday,22208,111,49394,81600
20001211X11556,Accident,1998-12-27,"LAREDO, TX",United States,NORTH LAS VEGAS,Non-Fatal,Substantial,Hughes,OH-6A,No,1.0,Turbo Shaft,Public Aircraft,0.0,0.0,1.0,0.0,VMC,Maneuvering,1998,12,Sunday,795,36,720,81600
20001211X11550,Accident,1998-12-27,"CANON CITY, CO",United States,FREEMONT COUNTY AIRPORT,Non-Fatal,Substantial,Burkhart Grob,G103 TWIN ASTIR,No,1.0,Unknown,Personal,0.0,1.0,1.0,0.0,VMC,Takeoff,1998,12,Sunday,110,7,49394,81600
20001211X11529,Accident,1998-12-27,"URBANA, IL",United States,FRASCA FIELD,Non-Fatal,Substantial,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,1998,12,Sunday,22208,2367,10596,81600
20001211X11543,Incident,1998-12-28,"CURITBA, BRAZIL",Brazil,FRASCA FIELD,Incident,Substantial,Embraer,EMB-145,No,1.0,Unknown,Unknown,1.0,1.0,1.0,40.0,UNK,Landing,1998,12,Monday,108,3,12856,854
20001211X11611,Accident,1998-12-28,"IMMOKALEE, FL",United States,IMMOKALEE REGIONAL,Non-Fatal,Substantial,Cessna,177,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,1.0,VMC,Takeoff,1998,12,Monday,22208,296,10596,81600
20001211X11587,Accident,1998-12-29,"SAN YSABEL, CA",United States,IMMOKALEE REGIONAL,Non-Fatal,Substantial,Ercoupe (eng & Research Corp.),415-C,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,1998,12,Tuesday,156,125,49394,81600
20001211X11586,Accident,1998-12-29,"SAN DIEGO, CA",United States,MONTGOMERY FIELD,Non-Fatal,Substantial,"Aegerter, Simon",VELOCITY 173E-RG,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,1998,12,Tuesday,1,1,49394,81600
20001211X11616,Accident,1998-12-30,"CROOKED ISLAND, BAHAMAS",Bahamas,MONTGOMERY FIELD,Non-Fatal,Substantial,Beech,F33A,No,1.0,Unknown,Personal,0.0,0.0,0.0,4.0,VMC,Landing,1998,12,Wednesday,4326,114,49394,81600
20001211X11588,Accident,1998-12-30,"FURNACE CREEK, CA",United States,FURNACE CREEK,Non-Fatal,Substantial,Beech,C23,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Takeoff,1998,12,Wednesday,4326,192,49394,81600
20001211X11567,Accident,1998-12-30,"FABENS, TX",United States,FURNACE CREEK,Non-Fatal,Substantial,Piper,PA-32-260,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,4.0,VMC,Cruise,1998,12,Wednesday,12020,230,49394,81600
20001211X11551,Accident,1998-12-30,"ROLLINSVILLE, CO",United States,FURNACE CREEK,Non-Fatal,Substantial,Piper,PA-28-181,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,Cruise,1998,12,Wednesday,12020,532,49394,81600
20001211X11533,Accident,1998-12-30,"EAU CLARE, WI",United States,CHIPPEWA VALLEY REGIONAL,Non-Fatal,Substantial,Cessna,P210N,No,1.0,Reciprocating,Business,0.0,0.0,0.0,4.0,VMC,Landing,1998,12,Wednesday,22208,189,4014,81600
20001211X11518,Accident,1998-12-30,"MURFREESBORO, TN",United States,MURFREESBORO MUNICIPAL,Non-Fatal,Substantial,Bell,47G-3B-2,No,1.0,Turbo Shaft,Other Work Use,0.0,0.0,0.0,2.0,VMC,Landing,1998,12,Wednesday,2133,15,1264,81600
20001211X11589,Accident,1998-12-31,"ESPARTO, CA",United States,ALA DOBLE,Non-Fatal,Destroyed,Richard Young,HARMON ROCKET II,Yes,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Approach,1998,12,Thursday,1,3,49394,81600
20001211X11546,Accident,1998-12-31,"WEST JORDAN, UT",United States,ALA DOBLE,Fatal(2),Destroyed,Piper,PA-24-180,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Cruise,1998,12,Thursday,12020,98,49394,5962
20001211X11612,Accident,1998-12-31,"FORT LAUDERDALE, FL",United States,FORT LAUDERDALE-HOLLYWOOD,Non-Fatal,Substantial,Cessna,177,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Descent,1998,12,Thursday,22208,296,49394,81600
20001211X11570,Accident,1998-12-31,"BOWIE, TX",United States,BOWIE MUNICIPAL,Non-Fatal,Substantial,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,1998,12,Thursday,22208,2367,10596,81600
20001211X11569,Accident,1998-12-31,"PEASTER, TX",United States,BOWIE MUNICIPAL,Non-Fatal,Substantial,Cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Cruise,1998,12,Thursday,22208,2367,49394,81600
20001211X11568,Accident,1998-12-31,"MARIETTA, OK",United States,MCGEHEE CATFISH RESTAURAN,Non-Fatal,Substantial,Cessna,177,No,1.0,Reciprocating,Personal,0.0,0.0,4.0,0.0,VMC,Approach,1998,12,Thursday,22208,296,49394,81600
20001211X11531,Accident,1998-12-31,"TRYON, NE",United States,MCGEHEE CATFISH RESTAURAN,Non-Fatal,Substantial,Mooney,M20E,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,1998,12,Thursday,1092,152,49394,81600
20001204X00076,Accident,1999-01-01,"MINDEN, NV",United States,MINDEN-TAHOE,Non-Fatal,Substantial,Avions Max Holste,MH 1521 BROUSSARD,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,1999,1,Friday,3,3,49394,81600
20001204X00054,Accident,1999-01-01,"SHELBYVILLE, TX",United States,MINDEN-TAHOE,Non-Fatal,Substantial,Cessna,421C,No,2.0,Reciprocating,Personal,0.0,0.0,4.0,1.0,VMC,Cruise,1999,1,Friday,22208,131,49394,81600
20001204X00073,Accident,1999-01-02,"HAYWARD, CA",United States,HAYWARD AIR TERMINAL,Non-Fatal,Destroyed,Piper,PA-22-108,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1999,1,Saturday,12020,93,49394,81600
20001204X00051,Accident,1999-01-02,"SMACKOVER, AR",United States,HAYWARD AIR TERMINAL,Fatal(1),Destroyed,Piper,PA-32-300R,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Maneuvering,1999,1,Saturday,12020,1,49394,5962
20001204X00101,Accident,1999-01-02,"FARMINGDALE, NY",United States,FARMINGDALE,Non-Fatal,Substantial,Beech,C-24R,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Takeoff,1999,1,Saturday,4326,8,49394,81600
20001204X00088,Accident,1999-01-02,"VAN NUYS, CA",United States,FARMINGDALE,Non-Fatal,Substantial,Bell,205A-1,No,1.0,Turbo Shaft,Public Aircraft,0.0,1.0,0.0,2.0,VMC,Climb,1999,1,Saturday,2133,18,720,81600
20001204X00074,Accident,1999-01-02,"DELANO, CA",United States,FARMINGDALE,Non-Fatal,Substantial,Mooney,M20K,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,IMC,Approach,1999,1,Saturday,1092,165,49394,5962
20001204X00010,Accident,1999-01-02,"HOGANSVILLE, GA",United States,NEWNAN-COWETA COUNTY,Non-Fatal,Substantial,Piper,PA-34-200,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,IMC,Approach,1999,1,Saturday,12020,111,49394,5962
20001204X00009,Accident,1999-01-02,"COLBERT, GA",United States,ATHENS/BEN EPPS AIRPORT,Non-Fatal,Substantial,Piper,PA-24-250,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IMC,Descent,1999,1,Saturday,12020,352,49394,5962
20001204X00075,Accident,1999-01-03,"SANTA BARBARA, CA",United States,SANTA BARBARA AIRPORT,Non-Fatal,Substantial,Cessna,140,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Takeoff,1999,1,Sunday,22208,402,49394,81600
20001204X00064,Accident,1999-01-04,"LACONIA, NH",United States,LACONIA MUNICIPAL,Fatal(1),Destroyed,Lake,LA-4-250,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Takeoff,1999,1,Monday,135,4,49394,81600
20001204X00050,Accident,1999-01-04,"WOODRUFF, UT",United States,LACONIA MUNICIPAL,Non-Fatal,Substantial,Hughes,369D,No,1.0,Turbo Shaft,Public Aircraft,0.0,0.0,0.0,3.0,VMC,Maneuvering,1999,1,Monday,795,252,720,81600
20001204X00072,Incident,1999-01-05,"PHOENIX, AZ",United States,PHOENIX SKY HARBOR,Incident,Minor,Boeing,727-225A,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,180.0,VMC,Takeoff,1999,1,Tuesday,1561,9,12856,81600
20001204X00065,Accident,1999-01-05,"FAIRFIELD, VA",United States,PHOENIX SKY HARBOR,Non-Fatal,Destroyed,Piper,PA-30,No,2.0,Reciprocating,Personal,0.0,2.0,1.0,0.0,VMC,Cruise,1999,1,Tuesday,12020,219,49394,81600
20001204X00002,Accident,1999-01-05,"ANCHORAGE, AK",United States,ANCHORAGE INTERNATIONAL,Non-Fatal,Substantial,Piper,PA-31-350,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,6.0,VMC,Taxi,1999,1,Tuesday,12020,280,12856,81600
20001204X00115,Accident,1999-01-05,"HILLSBORO, OR",United States,HILLSBORO,Non-Fatal,Substantial,Robinson,R-22,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1999,1,Tuesday,945,132,10596,81600
20001204X00102,Accident,1999-01-05,"METHUEN, MA",United States,LAWRENCE MUNICIPAL,Non-Fatal,Substantial,Piper,PA-28-161,No,1.0,Reciprocating,Personal,0.0,3.0,0.0,1.0,VMC,Takeoff,1999,1,Tuesday,12020,569,49394,81600
20001204X00091,Accident,1999-01-05,"PAHOKEE, FL",United States,PALM BEACH COUNTY GLADES,Non-Fatal,Substantial,Piper,PA-28-161,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,1999,1,Tuesday,12020,569,10596,81600
20001204X00055,Accident,1999-01-05,"MIDLOTHIAN, TX",United States,MIDLOTHIAN/WAXAHACHIE,Non-Fatal,Substantial,Cessna,172M,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1999,1,Tuesday,22208,798,10596,81600
20001204X00019,Accident,1999-01-05,"LAMBERTVILLE, MI",United States,TOLEDO SUBURBAN,Non-Fatal,Substantial,Cessna,172P,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,1999,1,Tuesday,22208,689,10596,81600
20001204X00112,Accident,1999-01-06,"YAMHILL, OR",United States,TOLEDO SUBURBAN,Fatal(4),Destroyed,Beech,58P,No,2.0,Reciprocating,Business,4.0,0.0,0.0,0.0,IMC,Maneuvering,1999,1,Wednesday,4326,69,4014,5962
20001204X00090,Accident,1999-01-06,"HOMESTEAD, FL",United States,HOMESTEAD AIR RESERVE,Non-Fatal,Destroyed,Cessna,U206G,No,1.0,Reciprocating,Public Aircraft,0.0,1.0,0.0,0.0,VMC,Descent,1999,1,Wednesday,22208,113,720,81600
20001204X00020,Accident,1999-01-06,"PLYMOUTH, IN",United States,PLYMOUTH MUNICIPAL,Non-Fatal,Substantial,Rockwell,500-S,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,6.0,IMC,Landing,1999,1,Wednesday,330,12,12856,5962
20001204X00092,Accident,1999-01-06,"PERRY, GA",United States,MIDDLE GEORGIA AIRPORT,Non-Fatal,Substantial,Piper,PA-22-108,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,1999,1,Wednesday,12020,93,49394,81600
20001204X00021,Accident,1999-01-06,"OLATHE, KS",United States,JOHNSON COUNTY EXECUTIVE,Non-Fatal,Substantial,Beech,BE-V35B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1999,1,Wednesday,4326,2,49394,81600
20001204X00011,Accident,1999-01-07,"PALMETTO, FL",United States,MANATEE,Non-Fatal,Substantial,Luscombe,8-A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1999,1,Thursday,319,4,49394,81600
20001204X00113,Accident,1999-01-08,"PORTLAND, OR",United States,PORTLAND INTERNATIONAL,Fatal(2),Destroyed,Pacific Aviation Composites,LC 40-550FG,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Approach,1999,1,Friday,1,1,49394,5962
20001204X00103,Accident,1999-01-08,"ALLENTOWN, PA",United States,LEHIGH VALLEY INTL,Non-Fatal,Substantial,Cessna,310R,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,6.0,IMC,Landing,1999,1,Friday,22208,119,49394,5962
20001204X00056,Accident,1999-01-08,"MADISONVILLE, TX",United States,MADISONVILLE MUNICIPAL,Non-Fatal,Substantial,Cessna,150M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,1999,1,Friday,22208,585,49394,81600
20001204X00022,Accident,1999-01-09,"LANSING, IL",United States,LANSING MUNICIPAL,Non-Fatal,Substantial,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1999,1,Saturday,22208,2367,10596,81600
20001204X00023,Accident,1999-01-10,"ST. JOSEPH, MO",United States,ROSECRANS MEMORIAL,Non-Fatal,Substantial,Beech,BE-C-45H,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,1999,1,Sunday,4326,1,12856,81600
20001204X00000,Accident,1999-01-10,"QUINHAGAK, AK",United States,QUINHAGAK,Non-Fatal,Substantial,Cessna,207,No,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,Approach,1999,1,Sunday,22208,178,12856,81600
20001204X00077,Accident,1999-01-10,"TUCSON, AZ",United States,TUCSON INTERNATIONAL,Non-Fatal,Substantial,Piper,PA-18A-150,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,1999,1,Sunday,12020,38,10596,81600
20001204X00057,Accident,1999-01-10,"CONWAY, AR",United States,TUCSON INTERNATIONAL,Non-Fatal,Substantial,Cessna,150H,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,1999,1,Sunday,22208,245,49394,81600
20001204X00003,Accident,1999-01-10,"BETHEL, AK",United States,BETHEL,Non-Fatal,Substantial,Cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IMC,Climb,1999,1,Sunday,22208,1755,49394,5962
20001204X00100,Accident,1999-01-11,"KEARNY, NJ",United States,BETHEL,Fatal(1),Destroyed,Cessna,310R,No,2.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,VMC,Climb,1999,1,Monday,22208,119,1644,81600
20001204X00078,Accident,1999-01-11,"ARLINGTON, AZ",United States,BETHEL,Non-Fatal,Destroyed,Piper,PA-28-181,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,2.0,VMC,Approach,1999,1,Monday,12020,532,10596,81600
20001204X00004,Accident,1999-01-12,"CHEVAK, AK",United States,CHEVAK,Non-Fatal,Substantial,Cessna,207,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Descent,1999,1,Tuesday,22208,178,12856,81600
20001204X00024,Accident,1999-01-12,"WHEELING, IL",United States,PALWAUKEE MUNICIPAL,Non-Fatal,Substantial,Gulfstream,695A,No,2.0,Turbo Prop,Executive/corporate,0.0,0.0,0.0,4.0,VMC,Landing,1999,1,Tuesday,63,5,550,81600
20001204X00012,Accident,1999-01-12,"CENTRE, AL",United States,HEADQUARTERS,Non-Fatal,Substantial,Cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1999,1,Tuesday,22208,1755,49394,81600
20001204X00109,Accident,1999-01-13,"NEW YORK, NY",United States,LA GUARDIA,Non-Fatal,Substantial,Boeing,727-200,No,3.0,Turbo Fan,Unknown,1.0,1.0,1.0,160.0,VMC,Standing,1999,1,Wednesday,1561,43,12856,81600
20001204X00014,Accident,1999-01-13,"TUPELO, MS",United States,TUPELO MUNICIPAL,Non-Fatal,Substantial,Trohoski,VARI-EZE,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,1999,1,Wednesday,1,29,49394,81600
20001204X00013,Accident,1999-01-13,"HALLANDALE BEAC, FL",United States,FORT LAUDERDALE INTL.,Non-Fatal,Substantial,Cessna,210N,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Climb,1999,1,Wednesday,22208,56,49394,81600
20001204X00005,Accident,1999-01-13,"ANCHORAGE, AK",United States,LAKE HOOD STRIP,Non-Fatal,Substantial,Piper,PA-22-160,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,1999,1,Wednesday,12020,96,49394,81600
20001204X00006,Accident,1999-01-14,"CULLMAN, AL",United States,FOLSOM,Fatal(2),Destroyed,Beech,300,No,2.0,Turbo Prop,Executive/corporate,2.0,0.0,0.0,0.0,IMC,Go-around,1999,1,Thursday,4326,23,550,5962
20001204X00066,Accident,1999-01-14,"YOUNGSTOWN, OH",United States,WARREN REGIONAL AIRPORT,Non-Fatal,Substantial,Cessna,421B,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,5.0,IMC,Landing,1999,1,Thursday,22208,104,12856,5962
20001204X00105,Accident,1999-01-15,"PLAINFIELD, PA",United States,WARREN REGIONAL AIRPORT,Non-Fatal,Substantial,Douglas,DC-9,No,2.0,Turbo Fan,Unknown,0.0,1.0,0.0,59.0,VMC,Descent,1999,1,Friday,254,9,12856,81600
20001204X00044,Accident,1999-01-15,"LONDON, UNITED KINGDOM",United Kingdom,WARREN REGIONAL AIRPORT,Non-Fatal,Substantial,Boeing,767-300,No,1.0,Turbo Fan,Unknown,1.0,1.0,1.0,91.0,UNK,Descent,1999,1,Friday,1561,13,12856,854
20001204X00116,Accident,1999-01-15,"MOSES LAKE, WA",United States,MOSES LAKE MUNICIPAL,Non-Fatal,Substantial,Cessna,175,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Go-around,1999,1,Friday,22208,158,49394,81600
20001204X00104,Accident,1999-01-15,"LYNCHBURG, VA",United States,MOSES LAKE MUNICIPAL,Non-Fatal,Substantial,Piper,PA-60-602P,No,2.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Cruise,1999,1,Friday,12020,17,49394,81600
20001204X00067,Accident,1999-01-15,"FAIRFIELD, NJ",United States,CALDWELL ESSEX COUNTY,Non-Fatal,Substantial,Robinson,R-22B,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,1999,1,Friday,945,74,10596,81600
20001204X00080,Accident,1999-01-16,"CHULA VISTA, CA",United States,CALDWELL ESSEX COUNTY,Non-Fatal,Destroyed,Hanson,HANSON TAILWIND W-8,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,1999,1,Saturday,4,1,49394,81600
20001204X00052,Accident,1999-01-16,"HONOBIA, OK",United States,CALDWELL ESSEX COUNTY,Fatal(4),Destroyed,Cessna,182B,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Cruise,1999,1,Saturday,22208,90,49394,81600
20001204X00048,Accident,1999-01-16,"LONGMONT, CO",United States,CALDWELL ESSEX COUNTY,Non-Fatal,Destroyed,Cessna,182M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Maneuvering,1999,1,Saturday,22208,74,49394,81600
20001204X00026,Accident,1999-01-16,"CREAL SPRINGS, IL",United States,CALDWELL ESSEX COUNTY,Non-Fatal,Destroyed,Piper,PA-32-260,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Cruise,1999,1,Saturday,12020,230,49394,81600
20001204X00027,Accident,1999-01-16,"BOLIVAR, MO",United States,CALDWELL ESSEX COUNTY,Non-Fatal,Substantial,Baker,FISHER HORIZON,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,1999,1,Saturday,4,1,49394,81600
20001204X00079,Accident,1999-01-17,"NO LAS VEGAS, NV",United States,CALDWELL ESSEX COUNTY,Non-Fatal,Destroyed,Abraham J G Ii/erickson K,ONE DESIGN,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Maneuvering,1999,1,Sunday,1,3,49394,81600
20001204X00038,Accident,1999-01-17,"JUMLA, Nepal",Nepal,CALDWELL ESSEX COUNTY,Fatal(4),Destroyed,Cessna,CE-208,No,1.0,Unknown,Unknown,4.0,8.0,0.0,0.0,VMC,Maneuvering,1999,1,Sunday,22208,2,12856,81600
20001204X00081,Accident,1999-01-17,"BURSON, CA",United States,CALDWELL ESSEX COUNTY,Non-Fatal,Substantial,Cessna,140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,1999,1,Sunday,22208,402,49394,81600
20001204X00025,Accident,1999-01-17,"ST. CHARLES, IL",United States,CALDWELL ESSEX COUNTY,Non-Fatal,Substantial,Piper,PA-32-260,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,IMC,Cruise,1999,1,Sunday,12020,230,49394,5962
20001204X00087,Incident,1999-01-18,"PARIS, France",France,CALDWELL ESSEX COUNTY,Incident,Minor,Cessna,550,No,1.0,Unknown,Business,0.0,0.0,0.0,4.0,UNK,Cruise,1999,1,Monday,22208,57,4014,854
20001204X00047,Incident,1999-01-18,"CLOVIS, NM",United States,CALDWELL ESSEX COUNTY,Incident,Substantial,Beech,E90,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,3.0,VMC,Descent,1999,1,Monday,4326,14,12856,81600
20001204X00063,Accident,1999-01-18,"ENNIS, TX",United States,ENNIS MUNICIPAL,Non-Fatal,Substantial,Beech,G35,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Descent,1999,1,Monday,4326,51,49394,81600
20001204X00069,Accident,1999-01-19,"DANVILLE, CA",United States,ENNIS MUNICIPAL,Fatal(1),Destroyed,Cessna,182P,No,1.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,VMC,Cruise,1999,1,Tuesday,22208,356,1644,81600
